Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
232908573,Запах смерті,Simon Beckett,"Beckett, Simon",Євгенія Канчура,"=""6171513822""","=""9786171513822""",4,4.18,КСД,Hardcover,448,2025,2019,2025/06/23,2025/06/23,,,read,,,,1,0
123221824,Шлях королів (Хроніки Буресвітла #1),Brandon Sanderson,"Sanderson, Brandon","Брендон Сандерсон, Андрій Зорницький","=""6171299413""","=""9786171299412""",5,4.67,Клуб Сімейного Дозвілля,Hardcover,1152,2023,2010,2025/06/20,2025/06/20,,,read,,,,1,0
59031092,"Війна старого (Війна старого, #1)",John Scalzi,"Scalzi, John","Джон Скалці, Олексій Антомонов","=""9661062714""","=""9789661062718""",4,4.23,Навчальна книга – Богдан,Hardcover,248,2021,2005,2025/05/20,2025/05/20,,,read,,,,1,0
199331026,"Темніший колір магії (Shades of Magic, #1)",V.E. Schwab,"Schwab, V.E.","Єлізавета Долгозвяг, Ольга Левченко","=""6177914764""","=""9786177914760""",3,4.04,Nebo Booklab Publishing,Hardcover,328,2023,2015,2025/05/15,2025/05/15,,,read,,,,1,0
217986936,Чорний телефон,Joe Hill,"Hill, Joe","Джо Гілл, Євген Гірін","=""6171704962""","=""9786171704961""",3,3.71,Vivat,Hardcover,416,2024,2009,2025/05/06,2025/05/05,,,read,"В 2019 році читав цю книгу під іншою назвою - ""Привиди 20 століття"". <br/>Тоді поставив їй 4 зірочки, і окремо згадував про ""За власним бажанням"". <br/><br/>Зараз (2025 рік) можу знову виділити ""За власним бажанням"", інші ж оповідання якось геть не зачепили. ",,,1,0
213639187,Герої,Joe Abercrombie,"Abercrombie, Joe",Анна Нікіфорова-Вакалюк,"=""6171507873""","=""9786171507876""",4,4.34,КСД,Hardcover,752,2024,2011,2025/04/27,2025/04/27,,,read,,,,1,0
226830778,Невгамовні мерці. П’яте розслідування,Simon Beckett,"Beckett, Simon",Євгенія Канчура,"=""6171513148""","=""9786171513143""",4,4.15,КСД,Hardcover,496,2025,2016,2025/04/08,2025/04/08,,,read,,,,1,0
219874248,Поклик з могили,Simon Beckett,"Beckett, Simon","Саймон Бекетт, Євгенія Канчура","=""6171511536""","=""9786171511538""",4,4.01,КСД,Hardcover,384,2024,2010,2025/04/01,2025/04/04,,,read,,,,1,0
228333671,"Міжзір'я (Skyward, #2)",Brandon Sanderson,"Sanderson, Brandon","Брендон Сандерсон, Борис Превір","=""6178383274""","=""9786178383275""",4,4.35,Nebo Booklab Publishing,Hardcover,408,2024,2019,2025/03/29,2025/03/29,,,read,,,,1,0
63201348,"Руїна та відновлення (The Shadow and Bone Trilogy, #3)",Leigh Bardugo,"Bardugo, Leigh",Єлена Даскал,"=""6171298018""","=""9786171298019""",3,3.98,Книжковий Клуб «Клуб Сімейного Дозвілля»,Hardcover,352,2022,2014,2025/03/21,2025/03/21,,,read,,,,1,0
224032078,Сорочине вбивство,Anthony Horowitz,"Horowitz, Anthony","Ольга Бєлова, Маріам Губенко","=""9664484040""","=""9789664484043""",4,3.95,Видавництво Старого Лева,Hardcover,648,2025,2016,2025/03/16,2025/03/16,,,read,,,,1,0
36233060,Моя бабуся просить їй вибачити,Fredrik Backman,"Backman, Fredrik","Фредрік Бакман, Ольга Захарченко","=""""","=""9789669763969""",5,4.07,#книголав,Hardcover,416,2017,2013,2021/07/06,2021/07/06,,,read,,,,1,0
60390611,Облога та штурм,Leigh Bardugo,"Bardugo, Leigh","Лі Бардуґо, Єлена Даскал","=""""","=""""",3,3.81,Клуб сімейного дозвілля,Hardcover,368,2022,2013,2025/03/02,2025/03/02,,,read,,,,1,0
226942099,"Грозовий фронт (Справи Дрездена, #1)",Jim  Butcher,"Butcher, Jim","Джим Бутчер, Артем Яворський, Юрій Копанський","=""6178383770""","=""9786178383770""",4,3.97,Nebo Booklab Publishing,Hardcover,264,2025,2000,2025/02/26,2025/02/26,,,read,,,,1,0
58543120,Тінь та кістка. Книга 1,Leigh Bardugo,"Bardugo, Leigh",Єлена Даскал,"=""617128873X""","=""9786171288737""",3,3.92,"Книжковий клуб ""Клуб сімейного дозвілля""",Hardcover,304,2021,2012,2025/02/17,2025/02/21,,,read,,,,1,0
211987936,Шепіт мертвих. Третє розслідування (Ukrainian Edition),Simon Beckett,"Beckett, Simon",Євгенія Канчура,"=""6171505811""","=""9786171505810""",4,4.16,КСД,Kindle Edition,361,2024,2009,2025/02/07,2025/02/07,,,read,,,,1,0
219407066,"Джерело Вознесіння (Mistborn, #2)",Brandon Sanderson,"Sanderson, Brandon","Брендон Сандерсон, Тарас Копанський, Олексій Чупа","=""6178383584""","=""9786178383589""",5,4.38,Nebo Booklab Publishing,Hardcover,840,2024,2007,2025/02/02,2025/02/03,,,read,,,,1,0
195696467,Записано на кістках. Друге розслідування,Simon Beckett,"Beckett, Simon","Саймон Бекетт, Євгенія Канчура","=""6171500216""","=""9786171500211""",4,4.20,КСД,Hardcover,384,2023,2007,2025/01/22,2025/01/22,,,read,,,,1,0
212117182,Залізне полум’я,Rebecca Yarros,"Yarros, Rebecca","Богдан Горват, Олексій Манько","=""6171507105""","=""9786171507104""",3,4.37,КСД,Hardcover,736,2024,2023,2025/01/20,2025/01/20,,,read,,,,1,0
221910126,"Пів війни (Shattered Sea, #3)",Joe Abercrombie,"Abercrombie, Joe","Джо Аберкромбі, Олег Лесько, Тарас Копанський","=""617838355X""","=""9786178383558""",4,4.03,Nebo Booklab Publishing,Hardcover,384,2024,2015,2025/01/04,2025/01/04,,,read,,,,1,0
59822683,Пів короля,Joe Abercrombie,"Abercrombie, Joe","Джо Аберкромбі, Олег Лесько, Тарас Копанський","=""6177914195""","=""9786177914197""",5,3.97,Nebo BookLab Publishing,Hardcover,296,2021,2014,2022/06/07,2025/01/04,,,read,,,,1,0
98836554,Хімія смерті. Перше розслідування,Simon Beckett,"Beckett, Simon","Саймон Бекетт, Євгенія Канчура","=""6171297968""","=""9786171297968""",4,4.18,Клуб смейного дозвілля,Hardcover,384,2022,2006,2024/12/31,2024/12/31,,,read,,,,1,0
217878470,"Оповістки з Меекханського прикордоння. Книга 5. Кожна мертва мрія (Opowieści z Meekhańskiego Pogranicza, #5)",Robert M. Wegner,"Wegner, Robert M.",Сергій Легеза,"=""6178426321""","=""9786178426323""",4,4.56,Видавництво РМ,Hardcover,688,2024,2018,2024/12/25,2024/12/31,,,read,,,,1,0
31076958,Дім на горі,Валерій Шевчук,"Шевчук, Валерій",,"=""6175850041""","=""9786175850046""",4,4.28,А-ба-ба-га-ла-ма-га,Hardcover,560,2013,1983,2024/12/28,2024/12/28,,,read,,,,1,0
206652585,"Богоділ (The Nevernight Chronicle, #2)",Jay Kristoff,"Kristoff, Jay","Ксенія Сокульська, Марія Колосова","=""6178383193""","=""9786178383190""",5,4.45,Nebo Booklab Publishing,Hardcover,584,2024,2017,2024/12/04,2024/12/04,,,read,,,,1,0
211837616,Голлі,Stephen        King,"King, Stephen",Ольга Захарченко,"=""6171507040""","=""9786171507043""",4,4.08,КСД,Hardcover,608,2024,2023,2024/11/11,2024/11/11,,,read,,,,1,0
63359856,Народження орди,Christie Golden,"Golden, Christie",,"=""""","=""""",5,4.18,Molfar Comics,Hardcover,296,2022,2006,2022/11/13,2022/10/02,,,read,,,,1,0
217224870,Тресс зі Смарагдового моря,Brandon Sanderson,"Sanderson, Brandon","Howard Lyon, Анна Цвіра","=""6171703516""","=""9786171703513""",5,4.34,Vivat,Hardcover,400,2024,2023,2024/10/25,2024/10/25,,,read,,,,1,0
35829991,"Реликварий (Pendergast, #2)",Douglas Preston,"Preston, Douglas",,"=""538908747X""","=""9785389087477""",4,4.16,Азбука,Kindle Edition,477,2014,,,2017/07/02,,,read,,,,1,0
218590455,Бабай. Нічний сеанс,Павло Дерев'янко,"Дерев'янко, Павло","Оксана Ковальчук, Max Kidruk, Макс Кідрук, Світлана Тараторіна, Микита Кіляров, Андрій Лозінський, Ната Гриценко, Дімка Ужасний, Володимир Мінін, Дмитро Деревянко, Олексій Жупанський, Володимир Кузнєцов, Євгенія Кужавська, Євген Товстоног, Джозеф Шерідан ле Фаню, Ірина Гуріна, Сергій Крикун","=""6178336098""","=""9786178336097""",4,4.26,Видавництво Жупанського,Hardcover,528,2024,,2024/10/13,2024/10/13,,,read,,,,1,0
63093519,Проблема трьох тіл,Liu Cixin,"Cixin, Liu",,"=""966993088X""","=""9789669930880""",3,4.08,BOOKCHEF,Kindle Edition,432,2020,2006,2023/02/05,2023/02/05,,,read,,,,1,0
214404707,Злодій,Ярослав Задоровський,"Задоровський, Ярослав",,"=""6177914608""","=""9786177914609""",5,4.49,Nebo Booklab Publishing,Paperback,448,2025,2025,2024/09/07,2024/09/07,,,read,,,,1,0
201947778,Страх мудреця,Patrick Rothfuss,"Rothfuss, Patrick",Марія Пухлій,"=""6171503746""","=""9786171503748""",5,4.55,КСД,Hardcover,1264,2023,2011,2024/08/25,2024/08/25,,,read,,,,1,0
41728333,Сліпобачення,Peter Watts,"Watts, Peter","Пітер Воттс, Анатолій Пітик, Катерина Грицайчук, Володимир Аренєв","=""9662355995""","=""9789662355994""",3,4.01,Видавництво Жупанського,Hardcover,384,2018,2006,2019/03/02,2019/03/02,,,read,"Ніби й цікаво, а ніби й нічого особливого. <br/>Спроба першого контакту із позаземними створіннями деяких ""недо/над-людей"" із Землі вийшла такою собі. <br/>Книга переповнена термінами, що на мою думка, аж ніяк не додає плюсів їй, а про кількість помилок/одруківок навіть не хочеться згадувати(одна лише фраза ""компьютерної гри"" в передмові чого варта).<br/><br/>Не люблю порівнювати авторів і книги, але від читання ""СімміС"" я кайфував, а тут - страждав майже 5 місяців.",,,1,0
129024054,Ім’я вітру (Хроніки вбивці короля #1),Patrick Rothfuss,"Rothfuss, Patrick",Марія Пухлій,"=""6171500119""","=""9786171500112""",5,4.52,КСД,Hardcover,800,2023,2007,2019/07/05,2019/03/29,,,read,"Тепер я розумію чому у цієї книжки рейтинг понад 4.5 при понад 600 тисяч оцінок. <br/><br/>Для тих, хто любить читати книги у яких сюжет розвивається поволі і має чимало сюжетних ліній - те, що треба! Очікую продовження.",,,2,0
193562757,Арсен Люпен - шляхетний грабіжник,Maurice Leblanc,"Leblanc, Maurice",Моріс Леблан,"=""9661078548""","=""9789661078542""",3,3.80,Видавництво Богдан,Kindle Edition,213,2022,1907,2024/01/15,2024/01/16,,,read,,,,1,0
55801389,Вечір у Візантії,Irwin Shaw,"Shaw, Irwin","Ірвін Шоу, Павло Мигаль, Павло Мальцев","=""6176798507""","=""9786176798507""",4,3.83,Видавництво Старого Лева ,Hardcover,480,2020,1973,2024/07/02,2024/07/02,,,read,,,,1,0
107735406,Цифрова фортеця,Dan    Brown,"Brown, Dan",Ден Браун,"=""9661410372""","=""9789661410373""",4,3.70,"Книжный клуб ""Клуб семейного досуга""",Hardcover,416,2014,1998,,2017/07/02,,,read,,,,1,0
204033191,Четверте крило,Rebecca Yarros,"Yarros, Rebecca","Богдан Горват, Олексій Манько","=""6171504971""","=""9786171504974""",4,4.58,КСД,Hardcover,528,2023,2023,2024/06/28,2024/06/28,,,read,,,,1,0
209072243,"Королі Жаских Земель (The Band, #1)",Nicholas Eames,"Eames, Nicholas","Олексій Чупа, Марія Різак","=""6178383061""","=""9786178383060""",4,4.27,Nebo Booklab Publishing,Hardcover,480,2024,2017,2024/06/15,2024/06/15,,,read,,,,1,0
60852653,Медальйон трьох змій,Андрій Новік,"Новік, Андрій",,"=""6177914306""","=""9786177914302""",3,3.97,Nebo Booklab Publishing,ebook,680,2022,,2024/05/31,2024/05/31,,,read,"Загалом непогано. (Краще за ""Останній спадок"" та ""Аномалію"").<br/><br/>Автор дуже полюбляє влаштовувати масові вбивства у своїх книгах. <br/>Але ці сцени майже не мають вливу на сюжет. Як можна вбити кілька десятків людей, а про це лише декілька героїв знає?! <br/> <br/><br/>Епілог дуже розчарував. Потрібно ж було залишити якусь ""таємницю"". <br/><br/>P.S. А Механік узагалі спав за увесь період книги?",,,1,0
35052265,"Bloody Rose (The Band, #2)",Nicholas Eames,"Eames, Nicholas",,"=""0356509044""","=""9780356509044""",0,4.18,Orbit,Paperback,512,2018,2018,,2024/06/15,to-read,to-read (#45),to-read,,,,0,0
123167767,Озеро,Tadej Golob,"Golob, Tadej","Мар’яна Климець, Тадей Ґолоб","=""6175530039""","=""9786175530030""",3,3.90,Видавництво Анетти Антоненко,Kindle Edition,360,2023,2016,2024/02/08,2024/02/08,,,read,,,,1,0
125430437,Оповістки з Меекханського прикордоння. Пам’ять усіх слів,Robert M. Wegner,"Wegner, Robert M.",Роберт М. Вегнер,"=""617824889X""","=""9786178248895""",4,4.38,Рідна Мова,Hardcover,568,2023,2015,2024/05/12,2024/05/12,,,read,,,,1,0
18517386,"Янголи і демони (Роберт Ленґдон, 1)",Dan    Brown,"Brown, Dan",Дэн Браун,"=""""","=""""",4,3.95,Клуб Сімейного Дозвілля,Hardcover,544,2008,2000,,2017/07/02,,,read,,,,1,0
57948187,Оповістки з Меекханського прикордоння. Небо зі сталі,Robert M. Wegner,"Wegner, Robert M.","Роберт М. Вегнер, Сергій Легеза","=""9669176581""","=""9789669176585""",5,4.50,Рідна мова,Hardcover,544,2021,2012,2024/04/07,2024/04/07,,,read,,,,1,0
209072147,"Лукавства Лока Ламори (Gentleman Bastard, #1)",Scott Lynch,"Lynch, Scott","Дар'я Беззадіна, Ілля Угнівенко","=""6178383096""","=""9786178383091""",5,4.31,Nebo Booklab Publishing,Hardcover,560,2024,2006,2024/03/30,2024/03/30,,,read,,,,1,0
206703931,Найкраще подавати холодною,Joe Abercrombie,"Abercrombie, Joe","Софія Берлінець, Дмитро Кожедуб","=""6171506168""","=""9786171506169""",4,4.24,КСД,Hardcover,784,2024,2009,2024/03/16,2024/03/18,,,read,,,,1,0
38916800,"Джерело (Роберт Ленґдон, 5)",Dan    Brown,"Brown, Dan","Ден Браун, Г.В. Яновська","=""6171247537""","=""9786171247536""",4,3.90,Клуб Сімейнойного Дозвілля,Hardcover,528,2018,2017,2018/01/22,2018/01/11,,,read,,,,2,0
49109406,Еліксир безсмертя,Раймонд Коурі,"Коурі, Раймонд",,"=""""","=""""",3,3.67,Книжковий Клуб «Клуб Сімейного Дозвілля»,Hardcover,496,2008,2007,2024/03/07,2024/03/07,,,read,,,,1,0
61144047,"Безніч (The Nevernight Chronicle, #1)",Jay Kristoff,"Kristoff, Jay","Джей Крістофф, Ксенія Сокульська, Марія Колосова","=""617791439X""","=""9786177914395""",5,4.22,Nebo Booklab Publishing,ebook,584,2022,2016,2024/02/27,2024/02/27,,,read,,,,1,0
60504963,"Смерть на Нілі (Hercule Poirot, #17)",Agatha Christie,"Christie, Agatha",,"=""617128176X""","=""9786171281769""",4,4.12,"Книжковий клуб ""Клуб Сімейного Дозвілля""",Hardcover,368,2020,1937,2022/03/05,2022/03/11,,,read,,,,1,0
75430357,Остання імперія (З-імли-народжені #1),Brandon Sanderson,"Sanderson, Brandon","Брендон Сандерсон, Тарас Копанський, Олег Лесько","=""6177914470""","=""9786177914470""",5,4.49,Nebo BookLab Publishing ,Hardcover,704,2022,2006,2024/01/31,2024/01/31,,,read,,,,1,0
53271446,Оповістки з Меекханського прикордоння. Схід-Захід,Robert M. Wegner,"Wegner, Robert M.",Сергій Легеза,"=""9669174910""","=""9789669174918""",5,4.41,Рідна Мова,Hardcover,520,2020,2010,2024/01/12,2021/01/11,,,read,,,,1,0
57600658,Балада про співочих пташок і змій,Suzanne Collins,"Collins, Suzanne",,"=""9669937035""","=""9789669937032""",3,3.99,Book Chef ,Kindle Edition,576,2021,2020,2023/12/25,2023/12/25,,,read,,,,1,0
45755865,Оповістки з Меекханського прикордоння. Північ-Південь,Robert M. Wegner,"Wegner, Robert M.","Роберт М. Вегнер, Сергій Легеза","=""9669173876""","=""9789669173874""",5,4.36,Рідна мова,Hardcover,520,2019,2009,2023/12/11,2023/12/11,,,read,,,,1,0
49933902,Степовий бог,Євген Лір,"Лір, Євген",,"=""6177842003""","=""9786177842001""",3,4.01,Дім Химер,Hardcover,208,2019,2019,2023/11/19,2023/11/19,,,read,,,,1,0
188571984,Дім на Збіччі,David Mitchell,"Mitchell, David",Ганна Яновська,"=""6178023596""","=""9786178023591""",3,3.81,Жорж,Hardcover,184,2023,2015,2023/11/12,2023/11/12,,,read,,,,1,0
139864358,"Порожня могила (Lockwood & Co., #5)",Jonathan Stroud,"Stroud, Jonathan","Джонатан Страуд, Володимир Панченко, Іван Сулима","=""6175852540""","=""9786175852545""",5,4.62,А-БА-БА-ГА-ЛА-МА-ГА,Hardcover,400,2023,2017,2023/10/30,2023/10/30,,,read,,,,1,0
199274304,Імені Сковороди,Владислав Івченко,"Івченко, Владислав",,"=""6175696255""","=""9786175696255""",4,3.63,Темпора,Hardcover,460,2023,2023,2023/10/21,2023/10/22,,,read,,,,1,0
199137506,"Штучний стан (Щоденники вбивцебота, #2)",Martha Wells,"Wells, Martha","Анатолій Пітик, Катерина Пітик","=""617802374X""","=""9786178023744""",4,4.26,Жорж,Hardcover,160,2023,2018,2023/10/07,2023/10/22,,,read,,,,1,0
199137500,"Всі системи: небезпека (Щоденники вбивцебота, #1)",Martha Wells,"Wells, Martha","Анатолій Пітик, Катерина Пітик","=""6178023731""","=""9786178023737""",4,4.13,Жорж,Hardcover,152,2023,2017,2023/10/04,2023/10/22,,,read,,,,1,0
197375219,Пів світу,Joe Abercrombie,"Abercrombie, Joe","Олег Лесько, Тарас Копанський","=""6177914691""","=""9786177914692""",5,4.19,Nebo BookLab Publishing,Hardcover,384,2023,2015,2023/09/21,2023/09/21,,,read,,,,1,0
61689422,"Агенція ""Локвуд і Ко"": Тінь, що крадеться",Jonathan Stroud,"Stroud, Jonathan","Джонатан Страуд, Володимир Панченко, Іван Сулима","=""6175852338""","=""9786175852330""",4,4.52,А-БА-БА-ГА-ЛА-МА-ГА,Hardcover,392,2022,2016,2023/09/09,2023/09/09,,,read,,,,1,0
58853521,"Агенція ""Локвуд і Ко"": Примарний хлопець (Локвуд і Ко, #3)",Jonathan Stroud,"Stroud, Jonathan","Джонатан Страуд, Володимир Панченко, Іван Сулима","=""""","=""9786175852187""",4,4.38,А-БА-БА-ГА-ЛА-МА-ГА,Hardcover,352,2021,2015,2023/08/19,2023/08/21,,,read,,,,1,0
182065775,Небовись,Brandon Sanderson,"Sanderson, Brandon",Борис Превір,"=""6177914624""","=""9786177914623""",5,4.47,Nebo BookLab Publishing,Hardcover,472,2023,2018,2023/08/14,2023/08/14,,,read,"Перша прочитана цього автора.<br/>Здається, я починаю розумію неймовірно високі оцінки його книг. ",,,1,0
172955718,"Переможці (Beartown, #3)",Fredrik Backman,"Backman, Fredrik",,"=""617801225X""","=""9786178012250""",5,4.45,Knigolav,Hardcover,697,2023,2022,2023/07/09,2023/07/09,,,read,,,,1,0
124930736,Поглиначі мертвих,Michael Crichton,"Crichton, Michael",Ольга Тільна,"=""6175220935""","=""9786175220931""",3,3.71,Фабула,Hardcover,272,2023,1976,2023/06/21,2023/06/22,,,read,,,,1,0
63574057,Нові Темні Віки. Колонія,Max Kidruk,"Kidruk, Max",Макс Кідрук,"=""6179526702""","=""9786179526701""",4,4.69,Бородатий Тамарин,Hardcover,904,2023,2023,2023/06/11,2023/06/11,,,read,,,,1,0
123844914,Бунт проти імперії: українські шістдесятники,Radomyr Mokryk,"Mokryk, Radomyr",Радомир Мокрик,"=""6175852494""","=""9786175852491""",0,4.84,А-БА-БА-ГА-ЛА-МА-ГА,Hardcover,416,2023,,,2023/06/06,to-read,to-read (#44),to-read,,,,0,0
60379803,Біллі Саммерс,Stephen        King,"King, Stephen","Стівен Кінг, Олена Любенко, Volodymyr Kuch","=""6171296015""","=""9786171296015""",4,4.19,Книжковий Клуб «Клуб Сімейного Дозвілля»,Hardcover,608,2022,2021,2023/04/29,2023/04/29,,,read,,,,1,0
58211001,Вічне життя Смерті (Remembrance of Earth's Past #3),Liu Cixin,"Cixin, Liu","Лю Цисінь, Євген Ширинос","=""9669930081""","=""9789669930088""",3,4.41,Bookchef,Kindle Edition,816,2021,2010,2023/04/14,2023/04/14,,,read,,,,1,0
62831698,Кістяні годинники,David Mitchell,"Mitchell, David","Катерина Дудка, Остап Українець","=""6178023111""","=""9786178023119""",4,3.84,Жорж,Hardcover,624,2022,2014,2023/03/26,2023/03/25,,,read,,,,1,0
43303329,"Шхуна ""Колумб""",Микола Трублаїні,"Трублаїні, Микола",,"=""9660365896""","=""9789660365896""",4,4.32,Фоліо,Hardcover,329,2013,1940,2021/01/30,2021/01/31,,,read,,,,1,0
45755967,Темний ліс,Liu Cixin,"Cixin, Liu",Євген Ширинос,"=""617756108X""","=""9786177561087""",4,4.40,Bookchef,Kindle Edition,704,2019,2008,2023/03/06,2023/03/06,,,read,,,,1,0
53150932,"Агенція ""Локвуд і Ко"": Череп, що шепоче",Jonathan Stroud,"Stroud, Jonathan","Джонатан Страуд, Володимир Панченко, Іван Сулима","=""6175851889""","=""9786175851883""",4,4.33,А-БА-БА-ГА-ЛА-МА-ГА,Hardcover,352,2020,2014,2023/02/18,2023/02/18,,,read,,,,1,0
44144147,"Сходи, що кричать (Агенція ""Локвуд і Ко"" #1)",Jonathan Stroud,"Stroud, Jonathan","Джонатан Страуд, Володимир Панченко, Іван Сулима","=""6175851641""","=""9786175851647""",4,4.25,А-БА-БА-ГА-ЛА-МА-ГА,Hardcover,320,2019,2013,2023/02/11,2023/02/11,,,read,,,,1,0
50210418,"Ведмеже місто (Beartown, #1)",Fredrik Backman,"Backman, Fredrik","Фредрік Бакман, Софія Волковецька","=""6177820085""","=""9786177820085""",4,4.29,#книголав,Hardcover,432,2019,2016,2020/10/26,2020/10/26,,,read,,,,1,0
44011888,Заради майбутнього,Max Kidruk,"Kidruk, Max",Макс Кідрук,"=""6171259616""","=""9786171259614""",4,4.13,Книжковий Клуб «Клуб Сімейного Дозвілля»,Hardcover,304,2019,,2019/04/26,2019/03/03,,,read,,,,1,0
31858519,Зазирни у мої сни,Max Kidruk,"Kidruk, Max",Макс Кідрук,"=""617121504X""","=""9786171215047""",4,4.27,Книжковий Клуб «Клуб Сімейного Дозвілля»,Hardcover,528,2016,2016,2023/01/16,2023/01/15,,,read,,,,1,0
34217245,"Книга мертвых (Pendergast, #7; Diogenes, #3)",Douglas Preston,"Preston, Douglas","Дуглас Престон, Линкольн Чайлд, Lincoln Child","=""5389070542""","=""9785389070547""",5,4.17,Азбука,Hardcover,480,2014,2006,,2017/07/02,,,read,,,,1,0
35340506,Пожежник,Joe Hill,"Hill, Joe","Джо Гілл, Євген Гірін","=""6177489788""","=""9786177489787""",5,3.92,КМ-БУКС,Hardcover,704,2017,2016,2018/01/03,2017/07/02,,,read,,,,1,0
22754507,Война миров Z,Max Brooks,"Brooks, Max",,"=""5170792050""","=""9785170792054""",5,4.02,АСТ,Hardcover,416,2013,2006,2018/01/01,2017/07/02,,,read,,,,1,0
29773673,"Іди, вартового постав",Harper Lee,"Lee, Harper","Гарпер Лі, Тетяна Некряч","=""9669230519""","=""9789669230515""",0,3.31,КМ-Букс,Hardcover,288,2016,2015,,2018/01/03,to-read,to-read (#2),to-read,,,,0,0
37706476,"Парк Юрського періоду  (Парк Юрського періоду, #1)",Michael Crichton,"Crichton, Michael",Майкл Крайтон,"=""6177489745""","=""9786177489749""",5,4.12,Видавнича група КМ-БУКС,Hardcover,544,2017,1990,,2017/07/02,,,read,,,,1,0
59124462,Мандри убивці. Assassin 3,Robin Hobb,"Hobb, Robin",Робін Гобб,"=""6171289221""","=""9786171289222""",5,4.21,Книжковий Клуб «Клуб Сімейного Дозвілля» ,Hardcover,928,2021,1997,2023/01/05,2021/12/03,,,read,,,,1,0
61830803,"Республіка Дракона (The Poppy War, #2)",R.F. Kuang,"Kuang, R.F.",Ганна Литвиненко,"=""617802309X""","=""9786178023096""",0,4.36,Жорж,Hardcover,616,2022,2019,,2022/01/03,to-read,to-read (#33),to-read,,,,0,0
64653672,Пісня дібров,Павло Дерев'янко,"Дерев'янко, Павло",,"=""6177842194""","=""9786177842193""",5,4.80,Дім Химер,Hardcover,576,2022,2022,2022/12/17,2022/12/10,,,read,,,,1,0
