Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
40731333,Невермур. Випробування Морріґан Кроу,Jessica Townsend,"Townsend, Jessica",Ольга Розумна,"=""9669427274""","=""9789669427274""",4,4.32,Vivat,Hardcover,368,2018,2017,2022/11/26,2022/11/27,,,read,,,,1,0
62837268,Темна половина,Stephen        King,"King, Stephen","Стівен Кінг, Олександр Красюк","=""6171297844""","=""9786171297845""",0,3.81,Книжковий Клуб «Клуб Сімейного Дозвілля»,Hardcover,592,2022,1989,,2022/11/27,to-read,to-read (#43),to-read,,,,0,0
50393797,Убивчий білий (Cormoran Strike #4),Robert Galbraith,"Galbraith, Robert",Наталія Ференс,"=""9669483794""","=""9789669483799""",0,4.25,КМ-Букс,Hardcover,704,2020,2018,,2022/11/25,to-read,to-read (#42),to-read,,,,0,0
61867327,Танці з кістками,Андрій Сем’янків,"Сем’янків, Андрій",,"=""6177960677""","=""9786177960675""",0,4.40,Віхола,Paperback,368,2022,,,2022/10/28,to-read,to-read (#41),to-read,,,,0,0
50092992,Кар'єра лиходія,Robert Galbraith,"Galbraith, Robert",Роберт Ґалбрейт,"=""9669483263""","=""9789669483263""",0,4.22,КМ-Букс,Hardcover,544,2019,2015,,2022/10/28,to-read,to-read (#40),to-read,,,,0,0
283866,"The Last Guardian (WarCraft, #3)",Jeff Grubb,"Grubb, Jeff",,"=""0671041517""","=""9780671041519""",4,4.03,Pocket Books/Star Trek,Mass Market Paperback,320,2001,2001,2022/10/02,2022/10/02,,,read,,,,1,0
61738781,Коко 2.0,Dorje Batuu,"Batuu, Dorje","Дорж Бату, Юлія Самелюк","=""9664480320""","=""9789664480328""",0,4.07,Видавництво Старого Лева,Hardcover,560,2022,2022,,2022/09/27,to-read,to-read (#39),to-read,,,,0,0
48652925,Королівський убивця. Assassin 2,Robin Hobb,"Hobb, Robin","Робін Гобб, Наталія Михаловська","=""6171261890""","=""9786171261891""",5,4.28,Книжковий Клуб «Клуб Сімейного Дозвілля»,Hardcover,688,2019,1996,2022/09/19,2021/04/08,,,read,,,,1,0
41563930,Учень убивці. Assassin,Robin Hobb,"Hobb, Robin",Юрій Єфремов,"=""617125410X""","=""9786171254107""",5,4.19,Книжковий Клуб «Клуб Сімейного Дозвілля»,Hardcover,416,2018,1995,2022/07/16,2021/04/08,,,read,,,,1,0
57954747,"Тріумф Сонця (The Ballantyne Novels, #5; Courtney, #12)",Wilbur Smith,"Smith, Wilbur",,"=""6171284513""","=""9786171284517""",5,4.11,Клуб Сімейного Дозвілля,Hardcover,704,2021,2005,2022/07/04,2022/07/04,,,read,,,,1,0
56699625,Дикий,Guillermo Arriaga,"Arriaga, Guillermo",Ігор Оржицький,"=""6171261386""","=""9786171261389""",3,4.43,Клуб Сімейного Дозвілля,Hardcover,720,2020,2016,2022/06/14,2022/06/15,,,read,"Напевно, писати, що цю книжку має прочитати кожен - не варто. Писати, що цю книжку не потрібно читати - також не варто. Нехай кожен вирішує сам. <br/>Сказати, що вона мені сподобалася - не можу, але й залишити книгу недочитаною - також не міг, бо було цікаво.",,,1,0
31699383,"Шістка воронів (The Six of Crows Duology, #1)",Leigh Bardugo,"Bardugo, Leigh","Лі Бардуґо, Єлена Даскал","=""6176907179""","=""9786176907176""",5,4.46,Vivat,Hardcover,544,2016,2015,2020/01/07,2020/01/12,,,read,,,,1,0
59809991,Джонатан Стрейндж і м-р Норрелл,Susanna Clarke,"Clarke, Susanna","Сюзанна Кларк, Богдан Стасюк, Катерина Пітик, Анатолій Пітик, Михайло Назаренко","=""9669177855""","=""9789669177858""",0,3.87,РМ,Hardcover,904,2021,2004,,2022/05/08,to-read,to-read (#38),to-read,,,,0,0
26803892,Тринадцята легенда,Diane Setterfield,"Setterfield, Diane","Діана Сеттерфілд, Володимир Горбатько","=""9663435550""","=""9789663435558""",5,3.98,"Книжковий Клуб ""Клуб сімейного дозвілля""",Hardcover,432,2007,2006,2022/05/08,2022/05/08,,,read,,,,1,0
60289941,Зірка для тебе,Дара Корній,"Корній, Дара",,"=""""","=""""",4,3.93,Vivat,Hardcover,319,2019,2013,2022/04/17,2022/04/17,,,read,,,,1,0
44568668,"Дівчина, яку ми вбили",Поліна Кулакова,"Кулакова, Поліна",Ярина Каторож,"=""9669787025""","=""9789669787026""",2,3.99,Дім Химер,Hardcover,160,2019,,2022/04/06,2022/04/06,,,read,,,,1,0
35195536,10 успішних українських брендів,Богдан Ославський,"Ославський, Богдан",,"=""6177411002""","=""9786177411009""",3,3.80, Дискурсус,Hardcover,192,2017,,2022/03/31,2022/03/31,,,read,,,,1,0
52088357,Ловець невинних душ,Donato Carrisi,"Carrisi, Donato",Олена Ховрасьова,"=""""","=""""",3,4.04,Vivat,Hardcover,432,2019,2011,2022/03/22,2022/03/22,,,read,,,,1,0
45485724,"Екскурсія математикою. Як через готелі, риб, камінці і пасажирів зрозуміти цю науку",Steven H. Strogatz,"Strogatz, Steven H.",Анастасія Дудченко,"=""617768257X""","=""9786177682577""",3,4.06,Наш Формат,Hardcover,256,2019,2012,2022/03/16,2022/03/16,,,read,,,,1,0
40039589,Чоловік на ім'я Уве,Fredrik Backman,"Backman, Fredrik","Фредрік Бакман, Ольга Захарченко","=""6177563023""","=""9786177563029""",4,4.38,#книголав,Hardcover,352,2018,2012,2022/03/09,2022/03/11,,,read,,,,1,0
57676607,Цвіте терен,Оксана Кір'ян,"Кір'ян, Оксана",,"=""""","=""9786171279384""",4,3.71,Клуб Сімейного Дозвілля,Hardcover,224,2020,,2022/01/30,2022/01/30,,,read,,,,1,0
53253712,Тенета Війни,Павло Дерев'янко,"Дерев'янко, Павло",,"=""6177842089""","=""9786177842087""",5,4.80,Дім Химер,Hardcover,448,2020,,2022/01/28,2021/10/23,,,read,,,,1,0
59537140,Джералдова гра,Stephen        King,"King, Stephen","Стівен Кінг, Volodymyr Kuch, Володимир Куч","=""6171292737""","=""9786171292734""",0,3.58,Книжковий Клуб «Клуб Сімейного Дозвілля»,Hardcover,400,2021,1992,,2022/01/28,to-read,to-read (#37),to-read,,,,0,0
57676411,Розгадка геніальності. Як працює інженерія ідей,Ron      Friedman,"Friedman, Ron",Рон Фрідман,"=""6177965741""","=""9786177965748""",0,4.23,Лабораторія,Paperback,256,2021,,,2022/01/25,to-read,to-read (#36),to-read,,,,0,0
59837461,Характерники. Спадщина сарматських віщунів,Руслан Бєдов,"Бєдов, Руслан",Ruslan Biedov,"=""""","=""""",0,4.50,Видавництво Літвир,Hardcover,202,2021,,,2022/01/20,to-read,to-read (#35),to-read,,,,0,0
60153396,Коли Полум'я було мертвим,Ксенія Томашева,"Томашева, Ксенія",,"=""6179516375""","=""9786179516375""",0,4.78,,Hardcover,271,2021,,,2022/01/20,to-read,to-read (#34),to-read,,,,0,0
18073318,"Нетопир (Harry Hole, #1)",Jo Nesbø,"Nesbø, Jo","Ю. Несбьо, Володимир Верховень","=""9660356196""","=""9789660356191""",3,3.55,Фоліо,Hardcover,381,2011,1997,2022/01/10,2022/01/10,,,read,"Якось це дивно - книга була визнана ""кращим детективом Скандинавії"" і стала бестселлером, а бажання продовжувувати читати її після першої частини - не хотілося, але все ж друга та третя частини повернули віру в краще. Загалом, книга доволі непогана, точно почитаю продовження пригод Гаррі/Харрі Холе/Голі/Гоулі. ",,,1,0
46021305,Аркан вовків,Павло Дерев'янко,"Дерев'янко, Павло",,"=""9669787009""","=""9789669787002""",5,4.75,Дім Химер,Hardcover,448,2019,,2022/01/06,2021/10/23,,,read,,,,1,0
48616854,"Crooked River (Pendergast, #19)",Douglas Preston,"Preston, Douglas",Lincoln Child,"=""""","=""""",4,4.26,Grand Central Publishing,ebook,368,2020,2020,2021/12/31,2021/08/15,,,read,,,,1,0
50701478,Малеча,Lisa Brennan-Jobs,"Brennan-Jobs, Lisa",Наталія Валевська,"=""""","=""""",4,3.81, Наш Формат,Hardcover,392,2019,2018,2021/12/28,2021/12/28,,,read,,,,1,0
50621118,Закоłот. Невимовні культи,Володимир Кузнєцов,"Кузнєцов, Володимир",,"=""6177585205""","=""9786177585205""",3,4.14,Видавництво Жупанського,Hardcover,328,2020,,2021/12/23,2020/02/11,,,read,,,,1,0
59073480,"Велике Полювання (The Wheel of Time, #2)",Robert Jordan,"Jordan, Robert","Галина Михайловська, Тетяна Дитина, Олег Кіналь","=""9661063184""","=""9789661063180""",0,4.27,Навчальна книга - Богдан,Kindle Edition,680,2021,1990,,2021/12/23,to-read,to-read (#32),to-read,,,,0,0
59025622,"Макова війна (Макова війна, #1)",R.F. Kuang,"Kuang, R.F.",Ганна Литвиненко,"=""""","=""9786177853823""",4,4.17,Жорж,Hardcover,496,2021,2018,2021/12/16,2021/10/23,,,read,,,,1,0
51331988,Аномалія,Андрій Новік,"Новік, Андрій",,"=""6171274356""","=""9786171274358""",3,4.02,«Книжковий Клуб «Клуб Сімейного Дозвілля»,Hardcover,384,2020,2020,2021/12/09,2021/12/09,,,read,"Після десятка прочитаних книг Джеймса Роллінса, серіалу FlashForward, фільму Пророк(з Ніколасом Кейджом) Аномалія виглядає дуже клішованою. Але все ж цікаві моменти у книжці є. ",,,1,0
58976396,І стало світло...,Юрій Даценко,"Даценко, Юрій",,"=""9786171289""","=""9786171289246""",4,3.96,Книжковий Клуб «Клуб Сімейного Дозвілля»,Hardcover,336,2021,,2021/12/03,2021/12/03,,,read,,,,1,0
59571680,В краю невірних,Jacek Dukaj,"Dukaj, Jacek","Андрій Павлишин, Яцек Дукай","=""6176642310""","=""9786176642312""",1,3.77,Астролябія,Hardcover,528,2021,2021,2021/11/26,2021/11/14,,,read,,,,1,0
59465469,Згодом,Stephen        King,"King, Stephen","Стівен Кінг, Олена Любенко","=""""","=""9786171291522""",0,3.96,Клуб сімейного дозвілля,Hardcover,256,2021,2021,,2021/11/14,to-read,to-read (#31),to-read,,,,0,0
59115717,Тривожні люди,Fredrik Backman,"Backman, Fredrik","Фредрік Бакман, Софія Волковецька","=""6177820913""","=""9786177820917""",4,4.17, #книголав,Hardcover,360,2021,2019,2021/11/07,2021/10/23,,,read,,,,1,0
58111454,Необхідні речі,Stephen        King,"King, Stephen","Стівен Кінг, Volodymyr Kuch, Володимир Куч","=""6171288934""","=""9786171288935""",4,3.98,Книжковий Клуб «Клуб Сімейного Дозвілля»,Hardcover,864,2021,1991,2021/10/23,2021/08/07,,,read,,,,1,0
58815020,"Агенція ""Незалежність""",Олег Сілін,"Сілін, Олег","Альона Сіліна, Наталка Ліщинська, Світлана Тяпіна, Олена Красносельська, Тимур Литовченко, Світлана Тараторіна, Анастасія Гетманська, Тала Владмирова, Олександр Вівчарик, Ігор Сілівра, Наталія Довгопол, Андрій Ворон, Ірина Грабовська, Назарій Вівчарик, Ярослава Литвин, Ярина Каторож, Ольга Фира, Дарина Стремецька, Сергій Панасюк, Ірина Пасько, Ксенія Сокульська, Владислав Лєнцев, Володимир Кузнєцов, Любов Базь, Дар'я Чеканова, Наталія Матолінець, Роман Буданов, Аліса Гаврильченко, Лариса Іллюк, Макс Пшебильський","=""9661066442""","=""9789661066440""",0,3.72,"Навчальна книга ""Богдан""",Hardcover,368,2021,,,2021/10/28,to-read,to-read (#30),to-read,,,,0,0
59120446,Клуб убивств по четвергах,Richard Osman,"Osman, Richard","Річард Осман, Віталій Ракуленко","=""6171289329""","=""9786171289321""",0,3.87,Книжковий Клуб «Клуб Сімейного Дозвілля»,Hardcover,432,2021,2020,,2021/10/23,to-read,to-read (#29),to-read,,,,0,0
53454949,Неприродні випадки. Нотатки судмедексперта в 34 розтинах,Richard Shepherd,"Shepherd, Richard","Ричард Шеперд, Анна Дученко","=""""","=""9786177764556""",0,4.32,BookChef,Hardcover,488,2020,2018,,2021/10/23,to-read,to-read (#28),to-read,,,,0,0
18284376,"Язык небес (Cotton Malone, #4)",Steve Berry,"Berry, Steve",Е. Иванова,"=""5699612513""","=""9785699612512""",4,3.93,Эксмо,Hardcover,592,2012,2008,2021/08/24,2021/08/24,,,read,,,,1,0
56222206,"Bloodless (Pendergast, #20)",Douglas Preston,"Preston, Douglas",Lincoln Child,"=""1538736705""","=""9781538736708""",0,4.01,Grand Central Publishing,Hardcover,385,2021,2021,,2021/08/15,to-read,to-read (#27),to-read,,,,0,0
41889583,"Из глубины (Jeremy Logan, #1))",Lincoln Child,"Child, Lincoln",,"=""""","=""""",4,3.90,Азбука,Kindle Edition,338,2016,2007,,2017/07/02,,,read,,,,1,0
23131057,Точка обману,Dan    Brown,"Brown, Dan",,"=""""","=""9789661409124""",4,3.76,Клуб Сімейного Дозвілля,Hardcover,526,2010,2001,2021/08/07,2021/08/07,,,read,"Цікаво перечитувати книги, які читав 10 років тому. ",,,1,0
41077731,Брітт-Марі була тут,Fredrik Backman,"Backman, Fredrik",Ольга Захарченко,"=""6177563473""","=""9786177563470""",5,4.09,#книголав,Hardcover,352,2018,2014,2021/07/15,2021/07/15,,,read,"Футбол - дивна гра, бо вона не просить, щоб її любили. Вона вимагає. ",,,1,0
53490148,The Ickabog,J.K. Rowling,"Rowling, J.K.",,"=""1510202250""","=""9781510202252""",0,3.89,"Little, Brown Books for Young Readers",Hardcover,290,2020,2020,,2021/07/06,to-read,to-read (#26),to-read,,,,0,0
57969491,Опівнічна бібліотека,Matt Haig,"Haig, Matt","Метт Гейґ, Ганна Яновська","=""6177853765""","=""9786177853762""",0,3.98,Жорж,Hardcover,416,2021,2020,,2021/07/03,to-read,to-read (#25),to-read,,,,0,0
58178139,"Ми, живі",Ayn Rand,"Rand, Ayn",Геннадій Шпак,"=""""","=""9786177863518""",5,3.96,Наш Формат,Hardcover,504,2021,1936,2021/07/01,2021/07/01,,,read,,,,1,0
57731528,"Око світу (The Wheel of Time, #1)",Robert Jordan,"Jordan, Robert","Галина Михайловська, Ганна Осадко, Олег Кіналь","=""9661063176""","=""9789661063173""",0,4.19,Навчальна книга - Богдан,Kindle Edition,784,2021,1990,,2021/06/28,to-read,to-read (#24),to-read,,,,0,0
57577371,Таємниця старого Лами,Dorje Batuu,"Batuu, Dorje","Дорж Бату, Ярина Жук, Тетяна Омельченко","=""6176798884""","=""9786176798880""",4,4.41,Видавництво Старого Лева ,Hardcover,204,2021,2021,2021/05/30,2021/05/26,,,read,,,,1,0
57596135,Книга в камені,Юрій Даценко,"Даценко, Юрій",,"=""9786171286""","=""9786171286443""",3,4.06,КСД,Hardcover,320,2021,,2021/05/26,2021/04/04,,,read,"Я довго вагався яку ж оцінку поставити 3 чи 4, але все ж - 3. <br/><br/>Враження таке, що я прочитав хорошу чернетку хорошого роману. Щоб роман дійсно став хороший - його нинішній об'єм потрібно було збільшити вдвічі. Історії деяких персонажів - геть не розкриті(один із таких персонажів зникає на 259 сторінці і більше до кінця книжки(а це 50 сторінок) про нього лише згадки); жіночих персонажів - пальців однієї руки вистачить, щоб перерахувати; історія протистояння двох могутніх родів - щось не видно було їхньої ""могутності"". Напевно, про це все мали б говорити рідери. <br/><br/><br/>Але є й багато хорошого. По-перше, це сама історія. По-друге, хоч це і друга книга автора, але стиль письма дуже якісний. По-третє, буде продовження про пригоди Якова Ровнєра.  ",,,1,0
43893010,12 правил життя. Як перемогти хаос,Jordan B. Peterson,"Peterson, Jordan B.",Дмитро Кожедуб,"=""""","=""9786177682324""",4,3.91,Наш Формат,Hardcover,320,2019,2018,2021/05/15,2021/05/15,,,read,,,,1,0
57334448,Якщо кров тече,Stephen        King,"King, Stephen",Віталій Ракуленко,"=""6171286206""","=""9786171286207""",4,3.98,Книжковий Клуб «Клуб Сімейного Дозвілля»,Hardcover,512,2021,2020,2021/05/10,2021/04/09,,,read,,,,1,0
49113520,Доктор Стрендж: Прокляття,Donny Cates,"Cates, Donny","Rod Reis, Szymon Kudranski, Nick Spencer","=""966978087X""","=""9789669780874""",4,3.58,Fireclaw,Paperback,112,2019,2018,2021/05/03,2021/05/03,,,read,,,,1,0
17971548,Стів Джобс,Walter Isaacson,"Isaacson, Walter",,"=""9662665021""","=""9789662665024""",0,4.15,Брайт Букс,Hardcover,624,2012,2011,,2018/01/03,to-read,to-read (#4),to-read,,,,0,0
36522342,Таємна історія,Donna Tartt,"Tartt, Donna","Донна Тартт, Богдан Стасюк","=""6171241210""","=""9786171241213""",0,4.16,Клуб сімейного дозвілля,Hardcover,560,2017,1992,,2021/04/08,to-read,to-read (#23),to-read,,,,0,0
35262362,Асистент,Tess Gerritsen,"Gerritsen, Tess",Ірина Серебрякова,"=""6171231843""","=""9786171231849""",3,4.14, Книжковий Клуб «Клуб Сімейного Дозвілля»,Hardcover,368,2017,2002,2021/03/27,2021/03/28,,,read,,,,1,0
33986211,"Танец Смерти (Pendergast, #6; Diogenes, #2)",Douglas Preston,"Preston, Douglas","Дуглас Престон, Линкольн Чайлд, Lincoln Child, Н. Омельянович","=""5389066111""","=""9785389066113""",4,4.20,Азбука,Hardcover,448,2014,2005,,2017/07/02,,,read,,,,1,0
56420733,Салимове лігво,Stephen        King,"King, Stephen",Олександр Красюк,"=""6171283169""","=""9786171283169""",5,4.10,Книжковий клуб Клуб Сімейного Дозвілля,Hardcover,576,2021,1975,2021/03/22,2021/03/22,,,read,,,,1,0
32740697,Хірург,Tess Gerritsen,"Gerritsen, Tess","Тесс Ґеррітсен, Наталія Гоїн","=""6171214620""","=""9786171214620""",3,4.10,Книжковий Клуб «Клуб Сімейного Дозвілля»,Hardcover,352,2016,2001,2021/03/12,2021/03/12,,,read,"Читається легко та швидко, але сюжет посередній. <br/>Поліцейські виглядають як барани - ні розуму, ні логіки. <br/>Сподіваюся, що подальші книги будуть цікавішими.   ",,,1,0
35423303,Маленьке життя,Hanya Yanagihara,"Yanagihara, Hanya","Ганья Янаґігара, Анжела Асман","=""6177489907""","=""9786177489909""",3,4.29,КМ-Букс,Hardcover,880,2017,2015,2021/03/08,2021/02/24,,,read,,,,1,0
56387915,Майлз Моралес: Найвеличніша Людина-Павук. Том 1: Знову в дії,Brian Michael Bendis,"Bendis, Brian Michael","David  Marquez, Mark Bagley, Олена Лісевич","=""6177779328""","=""9786177779321""",5,4.02,Fireclaw,Paperback,144,2021,2014,2021/02/26,2021/02/26,,,read,,,,1,0
52072816,Черное эхо (Звезды мирового детектива),Michael    Connelly,"Connelly, Michael",Майкл Коннелли,"=""5389169913""","=""9785389169913""",0,4.14,Азбука,Kindle Edition,405,2019,1992,,2021/02/26,to-read,to-read (#22),to-read,,,,0,0
55922623,Патруль часу,Poul Anderson,"Anderson, Poul","Пол Андерсон, Олег Лесько","=""6177585280""","=""9786177585281""",4,3.75,Видавництво Жупанського,Hardcover,624,2020,2006,2021/02/17,2021/02/10,,,read,,,,1,0
56020828,"Піщаний хробак, або SANDWORM. Нова епоха кібервійни. Полювання на найвіртуозніших хакерів Кремля",Andy Greenberg,"Greenberg, Andy",Владислав Махонін,"=""""","=""""",0,4.35,Фоліо,Hardcover,427,2020,2019,,2021/02/16,to-read,to-read (#21),to-read,,,,0,0
39304822,Flash Boys. Ринок цінних секунд: революція на Уолл-стрит,Michael   Lewis,"Lewis, Michael","Майкл Льюїс, Анастасія Рогоза","=""6171239526""","=""9786171239524""",4,4.14,Клуб Сімейного Дозвілля,Hardcover,296,2017,2014,,2021/02/06,,,read,,,,2,0
56678183,КіберКрай,В'ячеслав Бугайов,"Бугайов, В'ячеслав",Євгеній Тончилов,"=""""","=""""",4,3.92,The Will Production,Hardcover,64,2020,,,2021/01/31,,,read,,,,2,0
44054588,Жінка у білому,Wilkie Collins,"Collins, Wilkie",,"=""6177409059""","=""9786177409051""",4,4.01,КМ-БУКС,Hardcover,672,2016,1859,2021/01/26,2021/01/26,,,read,,,,1,0
15724160,"Голодні Ігри (Голодні Ігри, #1)",Suzanne Collins,"Collins, Suzanne","Сюзанна Коллінз, Уляна Григораш","=""6175380274""","=""9786175380277""",4,4.35,Країна Мрій,Hardcover,380,2010,2008,,2017/07/02,,,read,,,,1,0
56260021,"Дев’ятий Дім (Alex Stern, #1)",Leigh Bardugo,"Bardugo, Leigh","Лі Бардуґо, Єлена Даскал","=""9669821835""","=""9789669821836""",0,4.01,Віват,Hardcover,528,2020,2019,,2021/01/16,to-read,to-read (#20),to-read,,,,0,0
43522585,"Old Bones (Nora Kelly, #1)",Douglas Preston,"Preston, Douglas",Lincoln Child,"=""1538747227""","=""9781538747223""",4,4.07,Grand Central Publishing,Hardcover,369,2019,2019,2021/01/07,2021/01/08,,,read,,,,1,0
48838302,Відверто про Клавдію,Daniel Keyes,"Keyes, Daniel",Дар'я Петрушенко,"=""6171251194""","=""9786171251199""",4,3.27,Клуб Сімейного Дозвілля,Hardcover,320,2019,1986,2021/01/11,2021/01/11,,,read,,,,1,0
56147475,Ми проти вас,Fredrik Backman,"Backman, Fredrik",,"=""6177820654""","=""9786177820658""",5,4.37,#Книголав,Hardcover,488,2020,2017,2021/01/03,2020/12/24,,,read,,,,1,0
44304146,Притулок пророцтв,Daniel Keyes,"Keyes, Daniel","Софія Берлінець, Volodymyr Kuch","=""6171251178""","=""9786171251175""",3,3.07,Книжковий Клуб «Клуб Сімейного Дозвілля»,Hardcover,320,2019,2009,2020/12/31,2020/12/31,,,read,,,,1,0
10392355,Записки українського самашедшого,Lina Kostenko,"Kostenko, Lina",,"=""9667047881""","=""9789667047887""",4,4.06,А-ба-ба-га-ла-ма-га,Hardcover,416,2010,2010,2020/12/26,2020/12/26,,,read,,,,1,0
56063918,Майже ніколи не навпаки,Maria Matios,"Matios, Maria",,"=""617585196X""","=""9786175851968""",5,4.30,А-БА-БА-ГА-ЛА-МА-ГА,Hardcover,192,2020,2007,2020/11/15,2020/12/25,,,read,,,,1,0
53903883,Повне зібрання прозових творів т.1,Edgar Allan Poe,"Poe, Edgar Allan",Едгар Аллан По,"=""617758523X""","=""9786177585236""",3,3.89,Видавництво Жупанського,Hardcover,408,2020,,2020/12/18,2020/12/18,,,read,,,,1,0
38851602,"Та ви жартуєте, містере Фейнман! Пригоди допитливого дивака",Richard P. Feynman,"Feynman, Richard P.",Микола Климчук,"=""6177552161""","=""9786177552160""",5,4.27,Наш Формат,Hardcover,400,2018,1985,2020/12/03,2020/12/04,,,read,,,,1,0
50199222,Моя історія,Steven Gerrard,"Gerrard, Steven",Дмитро Кожедуб,"=""6177866050""","=""9786177866052""",5,4.10,Наш Формат,Hardcover,408,2019,2015,2020/11/14,2020/11/14,,,read,,,,1,0
16154279,"Измена по-венециански (Cotton Malone, #3)",Steve Berry,"Berry, Steve",Андрей Новиков,"=""5699387714""","=""9785699387717""",4,3.97,Эксмо,Hardcover,496,2010,2007,,2020/11/01,,,read,,,,2,0
55816546,Отаман,Віктор Вальд,"Вальд, Віктор",,"=""6171280941""","=""9786171280946""",4,4.00,Книжковий Клуб «Клуб Сімейного Дозвілля»,Hardcover,448,2020,,2020/10/23,2020/10/29,,,read,,,,1,0
52328001,Інститут,Stephen        King,"King, Stephen","Стівен Кінг, Volodymyr Kuch, Володимир Куч, Анастасія Рогоза","=""6171276782""","=""9786171276789""",5,4.20,Книжковий Клуб «Клуб Сімейного Дозвілля»,Hardcover,608,2020,2019,2020/10/11,2020/05/15,,,read,,,,1,0
55470782,З любов’ю до життя,Світлана Талан,"Талан, Світлана",,"=""6171276820""","=""9786171276826""",3,3.80,Книжковий Клуб «Клуб Сімейного Дозвілля»,Hardcover,240,2020,,2020/09/27,2020/09/27,,,read,,,,1,0
37541456,Остання миля. Детектив Амос Декер. Книга 2,David Baldacci,"Baldacci, David",Наталія Гайдай,"=""6177535305""","=""9786177535309""",3,4.24,КМ-БУКС,Hardcover,552,2018,2016,2020/09/26,2020/09/26,,,read,,,,1,0
37541439,Пам'ятливець. Детектив Амос Декер. Книга 1,David Baldacci,"Baldacci, David",Наталія Ференс,"=""6177535291""","=""9786177535293""",4,4.12,КМ-БУКС,Hardcover,520,2018,2015,2020/09/20,2020/09/20,,,read,,,,1,0
29736936,Меч призначення (Відьмак #2),Andrzej Sapkowski,"Sapkowski, Andrzej","Анджей Сапковський, Сергій Легеза","=""6171204986""","=""9786171204980""",5,4.27,"Книжковий клуб ""Клуб семейного досуга""",Hardcover,368,2016,1992,2020/09/13,2020/09/13,,,read,,,,1,0
