Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
32569765,"Натюрморт с воронами (Pendergast, #4)",Douglas Preston,"Preston, Douglas",,"=""5389123638""","=""9785389123632""",5,4.21,Азбука,Kindle Edition,515,2016,2003,,2017/07/02,,,read,,,,1,0
29735142,"Кабинет диковин (Pendergast, #3)",Douglas Preston,"Preston, Douglas",,"=""""","=""""",5,4.26,Азбука,Kindle Edition,582,2016,2002,,2017/07/02,,,read,,,,1,0
36496436,"Реликт (Pendergast, #1)",Douglas Preston,"Preston, Douglas","Lincoln Child, Дмитрий Вознякевич","=""5389090624""","=""9785389090620""",4,4.05,Азбука,Paperback,448,2015,1995,,2017/07/02,,,read,,,,1,0
49647491,Піднесення,Stephen        King,"King, Stephen","Стівен Кінг, Volodymyr Kuch","=""617126069X""","=""9786171260696""",0,3.63,Книжковий Клуб «Клуб Сімейного Дозвілля» ,Hardcover,160,2019,2018,,2019/01/02,to-read,to-read (#10),to-read,,,,0,0
16154282,"Александрийское звено (Cotton Malone, #2)",Steve Berry,"Berry, Steve",Андрей Новиков,"=""5699327444""","=""9785699327447""",4,3.94,Эксмо,Hardcover,512,2009,2007,2020/09/06,2020/09/06,,,read,,,,1,0
46062154,Доторк,Daniel Keyes,"Keyes, Daniel",Volodymyr Kuch,"=""6171251186""","=""9786171251182""",3,3.65,Книжковий Клуб «Клуб Сімейного Дозвілля»,Hardcover,256,2019,1971,2020/09/01,2020/09/01,,,read,,,,1,0
16135498,Охотники за умами. ФБР против серийных убийц.,John E. Douglas,"Douglas, John E.","Александр Соколов, Марк Олшейкер, Джон Дуглас, Mark Olshaker","=""5232007165""","=""""",0,4.09,Крон-Пресс,Paperback,416,1988,1995,,2020/08/16,to-read,to-read (#19),to-read,,,,0,0
41836090,Навчитися вчитися. Як запустити свій мозок на повну,Barbara Oakley,"Oakley, Barbara",Артем Замоцний,"=""""","=""9786177552870""",3,4.20,Наш формат,Hardcover,272,2018,2014,2020/08/16,2020/08/16,,,read,"Ніби цікаві ідеї та техніки для навчання тут описані, але нічого нового для себе не почерпнув, бо мої вчителі у школі/ліцею та викладачі в університеті розповідали практично усе, що написано тут. <br/><br/>Можливо для школярів старших класів та абітурієнтів це буде хороша книга. ",,,1,0
50017515,Юрґен Клопп: біографія,Elmar Neveling,"Neveling, Elmar","Yevhenia Kuznetsova, Євгенія Кузнєцова","=""6177730698""","=""9786177730698""",3,3.74,Наш Формат,Hardcover,360,2019,2011,2020/01/24,2020/02/06,,,read,"Якщо ви хоча б трішки стежили за футболом Боруссії(Дортмунд) та Ліверпуля з 2010 року, то тут мало чого нового можна дізнатися про Юргена Клоппа. <br/><br/>Сама біографія Клоппа - це цитати із інтерв'ю та декілька слів знайомих та друзів тренера. <br/><br/>Здається, що автор цієї біографії хотів просто хайпанути і заробити грошей.",,,1,0
40697525,"Verses for the Dead (Pendergast, #18)",Douglas Preston,"Preston, Douglas",Lincoln Child,"=""1538715481""","=""9781538715482""",4,4.22,Grand Central Publishing,Hardcover,434,2018,2018,2020/07/31,2020/07/31,,,read,,,,1,0
44890050,"The Last Odyssey (Sigma Force, #15)",James Rollins,"Rollins, James",,"=""0062892894""","=""9780062892898""",4,4.19,William Morrow,Hardcover,464,2020,2020,2020/07/24,2019/12/17,,,read,"Все більше та більше книги Роллінса про Сигму стають шаблоними, причому усі шаблони між собою дуже схожі. Але серед цих шаблонів є цікаві речі, через які і хочеться читати його книги. Загалом, ""історія про Одіссею""(назву це так) така собі, на 3 зірочки. Проте історія головних персонажів - цікава, а жарти Ковальського - смішні, тому книга й отримує від мене 4 зірочки.",,,1,0
35266871,Бійцівський клуб 2: графічний роман,Chuck Palahniuk,"Palahniuk, Chuck","Чак Поланік, Анастасія Рогоза","=""6171231495""","=""9786171231498""",1,3.05,Книжковий Клуб «Клуб Сімейного Дозвілля»,Hardcover,280,2017,2015,2020/07/04,2020/07/04,,,read,,,,1,0
36249144,"Брама (Heechee Saga, #1)",Frederik Pohl,"Pohl, Frederik",Юрій Єфремов,"=""6171234230""","=""9786171234239""",4,4.06,"""Клуб Сімейного Дозвілля""",Hardcover,256,2017,1977,2020/06/29,2020/06/30,,,read,,,,1,0
53416476,Де живе свобода,Svitlana Talan,"Talan, Svitlana",Світлана Талан,"=""6171276499""","=""9786171276499""",4,3.29,Клуб Сімейного Дозвілля,Hardcover,208,2020,,2020/06/21,2020/06/21,,,read,,,,1,0
37933741,Гра на пониження. За кулісами світової фінансової кризи,Michael   Lewis,"Lewis, Michael","Майкл Льюїс, Анастасія Рогоза","=""6171224707""","=""9786171224704""",4,4.30,Книжковий Клуб «Клуб Сімейного Дозвілля»,Hardcover,304,2017,2010,2020/06/20,2020/06/21,,,read,"Цікаво, але важко було читати цю книгу. <br/>Потрібно було добре гуглити, щоб розібратися у деталях.",,,1,0
53176076,Моцарт 2.0,Dorje Batuu,"Batuu, Dorje","Дорж Бату, Юлія Самелюк","=""6176797748""","=""9786176797746""",4,4.37,Видавництво Старого Лева ,Hardcover,464,2020,2020,2020/06/08,2020/05/15,,,read,,,,1,0
32065154,Утопия,Lincoln Child,"Child, Lincoln",Линкольн Чайлд,"=""5699663096""","=""9785699663095""",3,3.91,"ООО ""Издательство ""Эксмо""",Hardcover,512,2013,2003,2020/05/24,2018/02/04,,,read,"Слабенька книжечка. <br/>3 зірочки лише за те, що у 2002 році вже писали про машинне навчання. ",,,1,0
45309548,Аутсайдер,Stephen        King,"King, Stephen","Стівен Кінг, Анастасія Рогоза","=""6171250643""","=""9786171250642""",4,4.01,КСД,Hardcover,592,2019,2018,2020/05/03,2019/01/02,,,read,,,,1,0
50921775,Характерник,Vasyl Shkliar,"Shkliar, Vasyl",Василь Шкляр,"=""6171268410""","=""9786171268418""",5,4.10,Книжковий Клуб «Клуб Сімейного Дозвілля»,Paperback,304,2019,2019,,2020/04/26,,,read,,,,2,0
16031153,"Последний довод королей (Первый Закон, #3)",Joe Abercrombie,"Abercrombie, Joe","Джо Аберкромби, Виктория Дьякова","=""5699481206""","=""9785699481200""",5,4.36,Домино,Hardcover,704,2011,2008,2020/04/20,2020/04/20,,,read,,,,1,0
50931933,Раніше ніж їх повісять,Joe Abercrombie,"Abercrombie, Joe","Джо Аберкромбі, Марія Пухлій","=""6171268798""","=""9786171268791""",5,4.36,Книжковий Клуб «Клуб Сімейного Дозвілля»,Hardcover,608,2019,2007,2020/04/14,2019/12/23,,,read,,,,1,0
25985086,Рой,Michael Crichton,"Crichton, Michael",Майкл Крайтон,"=""""","=""""",4,3.79,,Unknown Binding,416,2014,2002,,2017/07/02,,,read,,,,1,0
17932400,Ерагон (Inheritance #1),Christopher Paolini,"Paolini, Christopher","Крістофер Паоліні, Ігор Бондар-Терещенко","=""9660806620""","=""9789660806627""",4,3.96,Ранок,Hardcover,700,2005,2002,,2017/07/02,,,read,,,,1,0
22059098,"Володар Перснів. Братство персня (Володар Перснів, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.","Дж.Р.Р. Толкін, Катерина Оніщук, Назар Федорак","=""6176640229""","=""9786176640226""",5,4.40,Астролябія,Hardcover,704,2013,1954,,2017/07/02,,,read,,,,1,0
52508177,Вогневир,Володимир Кузнєцов,"Кузнєцов, Володимир",,"=""6179500509""","=""9786179500503""",5,4.51,The Will Production,Hardcover,304,2020,,2020/04/05,2020/04/03,,,read,,,,1,0
40792216,На лезі клинка,Joe Abercrombie,"Abercrombie, Joe","Джо Аберкромбі, Максим Бакалов","=""6171251305""","=""9786171251304""",5,4.22,Книжковий Клуб «Клуб Сімейного Дозвілля»,Hardcover,672,2018,2006,2020/04/01,2020/04/02,,,read,,,,1,0
35996319,Правда,Terry Pratchett,"Pratchett, Terry","Террі Пратчетт, Олександр Михельсон, Творча майстерня «Аґрафка»","=""6176794455""","=""9786176794455""",4,4.41,Видавництво Старого Лева,Hardcover,464,2017,2000,2020/03/10,2020/03/10,,,read,,,,1,0
52040754,Доки світло не згасне назавжди,Max Kidruk,"Kidruk, Max",Макс Кідрук,"=""6171261165""","=""9786171261167""",4,4.43,Книжковий Клуб «Клуб Сімейного Дозвілля»,Hardcover,560,2019,2019,2019/09/17,2019/09/17,,,read,,,,1,0
38084942,"Королівство шахраїв (Шістка воронів, #2)",Leigh Bardugo,"Bardugo, Leigh","Лі Бардуґо, Єлена Даскал","=""9669422825""","=""9789669422828""",5,4.58,Vivat,Hardcover,592,2018,2016,2020/03/01,2020/03/01,,,read,"Жодних плакальників, жодних погребінь!<br/>",,,1,0
43445739,"Менеджмент у стилі ""Манчестер Юнайтед"". Як стати чемпіоном",Alex Ferguson,"Ferguson, Alex","Michael Moritz, Дмитро Кожедуб","=""""","=""9786177552436""",5,4.13,Наш Формат,Hardcover,280,2018,2015,,2020/02/16,,,read,"На жаль, я не читав офіційної біографії Фергюсона і коли почав ""активно"" цікавитися футболом, то Сер Алексон проводив вже останні роки на чолі Манчестер Юнайтед, тому багато моментів із книги є для мене новими - цікаво було заглянути за лаштунки менеджменту такого клубу, як Ман.Юнайтед. <br/> <br/>Та й загальне враження від книги - хороше. <br/>Отримав приємне задоволення від читання українською. <br/> ",,,2,0
51200124,"Незвіданий світ (Професор Челенджер, #1)",Arthur Conan Doyle,"Doyle, Arthur Conan",Артур Конан Дойл,"=""6171234257""","=""9786171234253""",3,3.93,"Книжковий Клуб ""Клуб Сімейного Дозвілля""",Hardcover,272,2017,1912,,2019/08/15,,,read,Редактора і перекладача варто відправити у цей Незвіданий світ. ,,,2,0
34397437,Чотири після півночі,Stephen        King,"King, Stephen",,"=""""","=""9781617216624""",4,3.95,"Книжковий клуб ""Клуб сімейного дозвілля""",Hardcover,928,2016,1990,,2020/02/07,,,read,"Лангольєри - 5/5<br/>Потаємне вікно, потаємний сад - 3/5<br/>Бібліотечний полісмен - 5/5<br/>Сонячний пес - 3/5 ",,,2,0
50871588,"Евангелие тамплиеров (Cotton Malone, #1)",Steve Berry,"Berry, Steve",,"=""5699528229""","=""9785699528226""",4,3.84,Эксмо,Hardcover,480,2011,2006,,2019/09/06,,,read,,,,2,0
29612335,Останнє бажання (Відьмак #1),Andrzej Sapkowski,"Sapkowski, Andrzej","Анджей Сапковський, Сергій Легеза","=""6171204994""","=""9786171204997""",5,4.14,Книжковий Клуб «Клуб Сімейного Дозвілля»,Hardcover,288,2016,1993,2020/01/11,2020/01/12,,,read,"На фоні хайпу щодо виходу серіалу, вирішив перечитати-дочитати цю серію. ",,,1,0
40792232,Червоний дракон,Thomas  Harris,"Harris, Thomas","Томас Гарріс, Анастасія Рогоза","=""617125102X""","=""9786171251021""",4,4.07,Книжковий Клуб «Клуб Сімейного Дозвілля»,Hardcover,352,2018,1981,2019/12/29,2019/12/31,,,read,,,,1,0
44153089,Карта з кісток,James Rollins,"Rollins, James",Джеймс Роллінс,"=""""","=""""",4,4.08,,Hardcover,544,,2005,2019/12/25,2019/12/31,,,read,,,,1,0
49350807,Пастка для різника,Юрій Даценко,"Даценко, Юрій",,"=""6171268453""","=""9786171268456""",4,4.10,КСД,Hardcover,318,2019,,2019/10/19,2019/10/18,,,read,Як на дебютку книгу - сильно та якісно. ,,,1,0
49251351,Букова земля,Maria Matios,"Matios, Maria",,"=""617585179X""","=""9786175851791""",5,4.66,А-БА-БА-ГА-ЛА-МА-ГА,Hardcover,928,2019,2019,2019/11/14,2019/10/07,,,read,"[a:Maria Matios|2992859|Maria Matios|https://images.gr-assets.com/authors/1317382282p2/2992859.jpg] - Букова земля, Видавництво «Абабагаламага»<br/><br/>9 років праці<br/>928 сторінок<br/>550 персонажів<br/>225 років – тривалість охоплюваних подій<br/>1,6 кг <br/><br/>    Якщо коротко, то Букова Земля – це історія людських поневірянь, пошуку кращої долі. Це історія радості та смутку, народження та смерті, миру та війни. Це історія життя. Це історія маленького краю великої України. <br/>    <br/>    Якби не ім’я на обкладинці книги, то я б подумав, що цю книгу писали двоє авторів – чоловік та жінка, де жінка написала про усе світле та прекрасне, а чоловік – про жорстоке та страшне. Напевно, в Марії Матіос живуть герої її книги – Білий та Чорний Ангели.  <br/><br/>    За словами авторки у книзі понад 550 героїв, але є там ще один персонаж – таємний. З ним зустрічаєшся у першому, а прощаєшся в останньому реченні роману. Цей персонаж, що дозволяє милуватися красою Bukovina та пережити нелегкі долі інших персонажів книги, заставляє плакати та сміятися – філігранна та колоритна українська мова Марії Матіос.<br/><br/>    Роман складається із двох частин – двох книг, кожна із яких поділена на розділи, що розповідають історію того чи іншого персонажу, що жив на території Буковини. Хронологічно ці частини поділено до та після Другої світової війни, хоча за настроєм і, якщо можна так сказати, колірною гамою, я б поділив книгу на до та після приходу червоної армії. Чесно, є нестримне бажання описати про паралелі, що вибудовуються у нинішньому суспільно-політичному житті країни із подіями сторічної давнини, але стримаю себе і просто наведу слова авторки з одного із її <a href=""https://cutt.ly/6eHHALW"">інтерв’ю</a>, що спонукають до думок:  “І я б хотіла дати майбутньому читачеві кілька порад: прочитати і задуматися. Я нікого ніколи нічому не вчу у своїх книжках. Не виношу вироки, на це є суд історії. На всі події та всі дії людей. Я просто раджу задуматися над тим, що ми, живі люди, робимо, як ми діємо. Бо мертві сорому не мають. Але вони мають можливість мстити живим. Іноді мертві роблять велику роботу за живих. Моя книжка і про це також...”<br/><br/>    Словом, читайте! ",,,1,0
43688045,Неймовірні числа професора Стюарта,Ian Stewart,"Stewart, Ian",Анатолій Хлівний,"=""6171250724""","=""9786171250727""",2,3.77,Клуб Сімейного Дозвілля,Hardcover,384,2018,2015,2019/12/11,2019/12/11,,,read,"Розділи книги побудовані якогось геть нелогічно, після елементарних речей йдуть розділи із далеко непростою математикою. Не зрозуміло для кого ця книга призначена. Я сумніваюся, що пересічна людина цікавиться циклічними група чи групами симетрій або що таке алеф-нуль. <br/><br/>Також, склалося таке враження, що редактор цю книжку в очі не бачив/ла, а до перекладу не залучався жодний математик. <br/>",,,1,0
31679903,Джерело,Ayn Rand,"Rand, Ayn",Олена Замойська,"=""6177279554""","=""9786177279555""",4,3.89,Наш Формат,Hardcover,752,2016,1943,2019/11/30,2019/12/01,,,read,,,,1,0
41713142,ВОЛЯ: The WILL 2,Денис Фадєєв,"Фадєєв, Денис","Денис Скорбатюк, Олександр Филипович, Ольга Вознюк, В'ячеслав Бугайов, Євгеній Тончилов, Павло Білик, Марина Немеш, Ігор Давиденко","=""9666999560""","=""9789666999569""",5,4.28,TheWillProduction,Hardcover,80,2018,2018,2019/11/19,2019/11/19,,,read,,,,1,0
48500547,Блакитна цятка: космічне майбутнє людства,Carl Sagan,"Sagan, Carl",Ганна Яновська,"=""6171261416""","=""9786171261419""",0,4.34,Клуб сімейного дозвілля,Hardcover,320,2019,1994,,2019/11/09,to-read,to-read (#18),to-read,,,,0,0
24515184,"Янтарне скло (His Dark Materials, #3)",Philip Pullman,"Pullman, Philip",,"=""9663437669""","=""9789663437668""",4,4.10,Клуб Сімейного Дозвілля,Hardcover,479,2008,2000,2019/10/09,2019/10/10,,,read,,,,1,0
23131077,Жорстоке небо,Max Kidruk,"Kidruk, Max",Макс Кідрук,"=""9661478430""","=""9789661478434""",4,4.20,Клуб Сімейного Дозвілля,Hardcover,608,2014,2014,2019/09/25,2019/10/02,,,read,,,,1,0
16072980,A Tap on the Window,Linwood Barclay,"Barclay, Linwood",,"=""0451414187""","=""9780451414182""",5,3.96,NAL,Hardcover,512,2013,2013,,2019/08/23,,,read,Дуже і дуже подобаються твори цього автора - одне задоволення читати його триллери.<br/>Хочу бачити його книги українською!!!,,,2,0
18517360,"Інферно (Роберт Ленґдон, #4)",Dan    Brown,"Brown, Dan",Ден Браун,"=""9661456542""","=""9789661456548""",4,3.90,Клуб Сімейного Дозвілля,Hardcover,607,2013,2013,,2018/01/03,,,read,,,,1,0
29976925,Соловей,Kristin Hannah,"Hannah, Kristin","Крістін Генна, Дмитро Кожедуб","=""617727949X""","=""9786177279494""",4,4.64,Наш Формат,Hardcover,448,2016,2015,,2018/01/03,,,read,,,,1,0
35177537,ВОЛЯ: The WILL,Денис Фадєєв,"Фадєєв, Денис","Олександр Филипович, Вячеслав Бугайов, Олексій Бондаренко, Максим Богдановський, Олекандр Опара","=""9661517525""","=""9789661517522""",4,3.87,TheWillProduction,Hardcover,56,2017,2017,2019/08/18,2019/08/19,,,read,,,,1,0
24496854,"Магічний ніж (His Dark Materials, #2)",Philip Pullman,"Pullman, Philip",,"=""""","=""""",5,4.15,Клуб Сімейного Дозвілля,Hardcover,351,2008,1997,2019/08/08,2019/08/09,,,read,,,,1,0
24472316,"Північне сяйво (Темні матерії, #1)",Philip Pullman,"Pullman, Philip",,"=""9663437677""","=""9789663437675""",4,4.03,Клуб сімейного дозвілля,Hardcover,398,2007,1995,2019/08/01,2019/08/01,,,read,,,,1,0
44168667,"Видозмінений вуглець (Takeshi Kovacs, #1)",Richard K. Morgan,"Morgan, Richard K.","Ричард К. Морґан, Марія Пухлій","=""9669482275""","=""9789669482273""",3,4.04,КМ-Букс,Hardcover,600,2019,2002,2019/07/14,2019/07/14,,,read,"На жаль, не сподобалося. <br/>Це або переклад криво-кострубатий, або стиль автора перевантажений складними словами і не є неперервним. ",,,1,0
45214156,Франческа. Володарка офіцерського жетона,Dorje Batuu,"Batuu, Dorje","Дорж Бату, Олександр Ком’яхов","=""6176796822""","=""9786176796824""",5,4.49,Видавництво Старого Лева ,Hardcover,592,2019,2019,2019/06/17,2019/06/08,,,read,,,,1,0
45755690,"Лийтеся, сльози, сказав полісмен",Philip K. Dick,"Dick, Philip K.","Філіп К. Дік, Гєник Бєляков","=""6177438148""","=""9786177438143""",4,3.91,Комубук,Hardcover,328,2019,1967,2019/06/07,2019/06/07,,,read,,,,1,0
7633662,"Гаррі Поттер і в’язень Азкабану (Гаррі Поттер, #3)",J.K. Rowling,"Rowling, J.K.","Дж. К. Ролінґ, Віктор Морозов, Vladyslav Yerko, Владислав Єрко, Віктор Бариба","=""9667047369""","=""9789667047368""",5,4.58,А-БА-БА-ГА-ЛА-МА-ГА,Hardcover,384,2002,1999,2019/01/07,2019/01/13,,,read,,,,1,0
46125145,В’язні зеленої дачі,Володимир Лис,"Лис, Володимир",,"=""""","=""9786171258761""",4,3.57,Книжковий Клуб «Клуб Сімейного Дозвілля»,Hardcover,272,2019,2019,2019/06/01,2019/06/01,,,read,Історія зламаних життів.,,,1,0
7633677,"Гаррі Поттер і смертельні реліквії (Гаррі Поттер, #7)",J.K. Rowling,"Rowling, J.K.","Дж. К. Ролінґ, Віктор Морозов, Vladyslav Yerko, Владислав Єрко","=""9667047709""","=""9789667047702""",5,4.62,А-БА-БА-ГА-ЛА-МА-ГА,Hardcover,640,2007,2007,2019/05/28,2019/05/28,,,read,,,,1,0
45727020,Шовкопряд,Robert Galbraith,"Galbraith, Robert","Роберт Ґалбрейт, Наталія Ференс","=""9669482984""","=""9789669482983""",0,4.05,КМ-Букс,Hardcover,544,2019,2014,,2019/05/18,to-read,to-read (#17),to-read,,,,0,0
44577309,"Пекло (Отряд «Сигма», #14)",James Rollins,"Rollins, James","Джеймс Роллинс, Наталья Холмогорова","=""5041010153""","=""9785041010157""",4,4.20,Эксмо,Hardcover,464,2019,2019,2019/05/18,2019/05/18,,,read,,,,1,0
29356475,Чотири сезони,Stephen        King,"King, Stephen",Стівен Кінг,"=""9661492913""","=""9789661492911""",4,4.36,"Книжковий клуб ""Клуб сімейного дозвілля""",Hardcover,720,2015,1982,2017/05/12,2019/05/12,,,read,,,,1,0
22907816,Під куполом,Stephen        King,"King, Stephen","Стівен Кінг, Олександр Красюк","=""9661410259""","=""9789661410250""",5,3.93,"Книжковий Клуб ""Клуб Сімейного Дозвілля""",Hardcover,1024,2011,2009,,2017/07/02,,,read,,,,1,0
23276975,"Містер Мерседес (Bill Hodges Trilogy, #1)",Stephen        King,"King, Stephen",Олександр Красюк,"=""9661476624""","=""9789661476621""",4,4.03,Клуб сімейного дозвілля,Hardcover,544,2014,2014,,2017/07/02,,,read,,,,1,0
31927909,Куджо,Stephen        King,"King, Stephen",,"=""6171215163""","=""9786171215160""",4,3.80,Книжковий Клуб «Клуб Сімейного Дозвілля ,Hardcover,352,2016,1981,,2017/07/02,,,read,,,,1,0
35782562,Стрілець. Темна Вежа 1,Stephen        King,"King, Stephen",,"=""6171238333""","=""9786171238336""",4,3.91,Клуб сімейного дозвілля,Hardcover,240,2017,1982,,2017/07/02,,,read,,,,1,0
17694517,Несподівана вакансія,J.K. Rowling,"Rowling, J.K.","Дж. К. Ролінґ, Віктор Морозов, Тарас Малкович","=""6175850440""","=""9786175850442""",5,3.31,А-БА-БА-ГА-ЛА-МА-ГА,Hardcover,544,2013,2012,,2018/01/03,,,read,,,,1,0
20946295,Доктор Сон,Stephen        King,"King, Stephen",Стівен Кінг,"=""9661462801""","=""9789661462""",5,4.13,"Книжковий Клуб ""Клуб Сiмейного Дозвiлля"" ",Hardcover,640,2014,2013,,2018/01/03,,,read,,,,1,0
17831291,11/22/63,Stephen        King,"King, Stephen",,"=""9661434328""","=""9789661434324""",5,4.35,"Книжковий клуб ""Клуб сімейного дозвілля""",Hardcover,896,2012,2011,,2017/07/02,,,read,,,,1,0
20703458,"Сяйво (The Shining, #1)",Stephen        King,"King, Stephen","Стівен Кінг, Олександр Красюк","=""9661462798""","=""9789661462792""",4,4.28,Книжковий Клуб «Клуб Сімейного Дозвілля»,Hardcover,640,2014,1977,,2017/07/02,,,read,,,,1,0
23438073,Острів Дума,Stephen        King,"King, Stephen",,"=""9661400199""","=""9789661400190""",5,3.98,Клуб сімейного дозвілля,Hardcover,688,2008,2008,,2017/07/02,,,read,,,,1,0
31355560,"Кінець зміни (Bill Hodges Trilogy, #3)",Stephen        King,"King, Stephen",Ганна Яновська,"=""""","=""9786171215153""",4,4.11,Клуб Сімейного Дозвілля ,Hardcover,448,2016,2016,,2017/07/02,,,read,,,,1,0
28809079,Марсіянин,Andy Weir,"Weir, Andy",Віра Назаренко,"=""9669230608""","=""9789669230607""",5,4.42,КМ-Букс,Paperback,416,2015,2011,,2017/07/02,,,read,,,,1,0
45437984,"Ніж, якого не відпустиш (Chaos Walking, #1)",Patrick Ness,"Ness, Patrick","Патрік Несс, Остап Українець","=""6177660517""","=""9786177660513""",0,3.98,АССА,Hardcover,464,2019,2008,,2019/05/12,to-read,to-read (#16),to-read,,,,0,0
45450894,Рукавиця Нескінченності,Jim Starlin,"Starlin, Jim",Микита Янюк,"=""6177756026""","=""9786177756025""",0,4.12,Mal'opus,Hardcover,256,2019,1991,,2019/05/12,to-read,to-read (#15),to-read,,,,0,0
45452974,Ейнштейн. Життя і всесвіт генія,Walter Isaacson,"Isaacson, Walter","Волтер Айзексон, Микола Климчук","=""""","=""9786177552832""",0,4.17,Наш Формат,Hardcover,528,2019,2007,,2019/05/12,to-read,to-read (#14),to-read,,,,0,0
45168842,Вокзал на вулиці Відчаю,China Miéville,"Miéville, China","Чайна М'євіль, Дар'я Беззадіна, Наталія Сліпенко","=""9661059322""","=""9789661059329""",0,3.98,Навчальна книга — Богдан,Hardcover,560,2019,2000,,2019/05/05,to-read,to-read (#13),to-read,,,,0,0
7633673,"Гаррі Поттер і напівкровний Принц (Гаррі Поттер, #6)",J.K. Rowling,"Rowling, J.K.","Дж. К. Ролінґ, Віктор Морозов, Vladyslav Yerko, Владислав Єрко","=""9667047296""","=""9789667047290""",5,4.58,А-БА-БА-ГА-ЛА-МА-ГА,Hardcover,576,2006,2005,,2019/05/04,,,read,,,,2,0
